efSearch,recall_at_10,latency_p95_ms,qps,build_time_s,score
160,0.9999000000000001,0.48981078434735537,4849.8580806106775,0.7720023749861866,1.0999
80,0.9989500000000003,0.09079622686840594,13083.395172138939,0.6205767079954967,1.0989500000000003
40,0.9884000000000035,0.07804103661328554,16490.378428270677,1.2168901660479605,1.0884000000000036
20,0.9270500000000077,0.0686291721649468,21617.736881663135,0.673451374983415,1.0270500000000078
